name,original_price,special_price,specification,description,original_fragrance,top_notes,middle_notes,base_notes,detail_url,gender,fragrance,brand,ml,discount_rate,price_per_ml
Etat Libre d'Orange Sous le Pont Mirabeau 解放橘郡米拉波桥下中性淡香精,3580.0,2480.0,50ml,与其说这支是海洋调性，不如说是空气调性～「海」的感觉 — 个人觉得不是最主要的表现，而是「空气」— 前、中、后可以感受到纯氧的味道持续存在，把没办法看见却又真实存在的东西融合到香水里面也毫无违和。,木质调,香柠檬、粉红胡椒、无花果叶、榄香,海洋调、臭氧元素、焚香、紫罗兰,檀香、麝香、雪松、Orcanox,https://www.1976.com.tw/prod/21052,neutral,木质调,Etat Libre,50.0,30.73,49.6
Maison Margiela Afternoon Delight 闲情午后淡香水,2800.0,1650.0,30ml,Afternoon Delight 闲情午后淡香水，捕捉自我放纵的时刻，将您带到巴黎咖啡馆，空气中弥漫著温暖的玛德莲蛋糕的清香。,诱人美食调,杏仁、白芷根,玛德莲蛋糕、胡萝卜、黄葵,香草、麝香、檀香,https://www.1976.com.tw/prod/22509,neutral,美食调,Maison Margiela,30.0,41.07,55.0
Maison Margiela Bubble Bath 泡泡浴淡香水,2800.0,1820.0,30ml,肥皂泡香调和椰子精华重现热泡沫浴的舒缓感觉。用厚毛巾包裹自己的舒适感，让白麝香和广藿香变得触手可及。,柑苔调,肥皂泡、粉红胡椒、佛手柑,玫瑰精华、薰衣草、茉莉,椰子、广藿香、白麝香,https://www.1976.com.tw/prod/19609,neutral,柑橘调,Maison Margiela,30.0,35.0,60.67
Tom Ford Electric Cherry 电光樱桃淡香精,13300.0,7700.0,50ml,Electric Cherry 电光樱桃淡香精，以精致的黑樱桃香气开头，并伴随著令人振奋的生姜融为一体，而浓郁的沙巴茉莉则散发出迷人的香气。琥珀内酯带来诱人的麝香香味，释放出与辛辣的粉红胡椒混合的温暖气息。,花果甜美调,黑樱桃、姜,茉莉,麝香、粉红胡椒、琥珀,https://www.1976.com.tw/prod/22247,neutral,果香调,Tom Ford,50.0,42.11,154.0
Maison Margiela Bubble Bath 泡泡浴淡香水迷你瓶,1280.0,499.0,7ml 抹式,肥皂泡香调和椰子精华重现热泡沫浴的舒缓感觉。用厚毛巾包裹自己的舒适感，让白麝香和广藿香变得触手可及。,柑苔调,肥皂泡、粉红胡椒、佛手柑,玫瑰精华、薰衣草、茉莉,椰子、广藿香、白麝香,https://www.1976.com.tw/prod/20818,neutral,柑橘调,Maison Margiela,7.0,61.02,71.29
Tom Ford Lost Cherry 失落樱桃中性淡香精,13650.0,8190.0,50ml,酒酿樱桃的意象贯穿了整支香水，酸甜之中带有杏仁的苦味、香草的温暖和木质调的干燥氛围。有人说它是「行走的春药」，这形容或许有些艳丽，但它的确不是青春少女的甜美，而是优雅细致、高级的性感，非常适合在约会时穿。,花果甜美调,黑樱桃、樱桃甜酒、苦杏仁,酸樱桃糖浆、土耳其玫瑰、双瓣茉莉,秘鲁香脂、烤零陵香豆、檀香、香根草、雪松,https://www.1976.com.tw/prod/18797,neutral,果香调,Tom Ford,50.0,40.0,163.8
Clean Reserve Sel Santal 烟霞檀香淡香精,3850.0,2350.0,100ml,Clean Reserve Sel Santal 是一款深邃的木质香氛，融合了果香、咸海气息以及檀香和琥珀的香气。温暖、柔滑、却又粗犷成熟的檀香气息。虽然它略带阳刚之气，但任何人都可以使用。对我来说，它就像一个温暖的拥抱。,木质调,柑橘叶、佛手柑、肉荳蔻,鸢尾花、咸无花果、紫罗兰、榛果奶油基调,檀香、琥珀、苏合香、玫瑰、麝香,https://www.1976.com.tw/prod/22807,neutral,木质调,Clean Reserve Sel Santal,100.0,38.96,23.5
Acqua Di Parma Fico Di Amalfi 蓝色地中海无花果中性淡香水,6900.0,3590.0,100ml,曾在欧洲居住数年，这个清新的无花果香气，很特别，没有一般无花果香水常见的奶油般厚重甜感，并且马上让我想起，西班牙马约卡岛，以及马尔他岛的蓝色地中海风情，这个香气，会让你有一秒飞到欧洲海边度假的感觉，很有情境感。对于亚洲人而言，这款营造出的异国风情相当立体，属于情境转移类的香水。,木质清新调,佛手柑、柠檬，西柚、柑橘、橘子,无花果、粉红胡椒、茉莉,麝香、雪松、无花果蜜,https://www.1976.com.tw/prod/17267,neutral,清新调,Acqua Di Parma Fico Di Amalfi,100.0,47.97,35.9
Maison Margiela Beach Walk 沙滩漫步女性淡香水,2800.0,1699.0,30ml,前调的柠檬、佛手柑没有很明显，微微的，我觉得这瓶的主角是椰奶和一个香香的味道，不确定是香调表中依兰还是天芥菜？后调则是延续中调的椰奶混合一种令人安心的味道，我觉得出门约会和睡觉时都很适合擦，睡眠八个小时，睡醒后椰奶的味道不见，剩下麝香的味道。,木质花香调,柠檬、佛手柑、粉红胡椒,椰奶、依兰、天芥菜,麝香、安息香、雪松,https://www.1976.com.tw/prod/18964,neutral,木质调,Maison Margiela,30.0,39.32,56.63
Jean Paul Gaultier Le Male Pride 高堤耶我骄傲限量版中性淡香水(2024),4150.0,2450.0,125ml,法国时装品牌 Jean Paul Gaultier 高提耶，推出了2024 限量「我骄傲限量版」， 在街上高举爱的旗帜，庆祝Jean Paul Gaultier的自由精神，让爱无需隐藏吧！,东方清新调,柑橘、柚子,橙花,麝香木质调,https://www.1976.com.tw/prod/22883,neutral,清新调,Jean Paul Gaultier,125.0,40.96,19.6
Diptyque Eau Capitale 花都之水淡香精,6500.0,4880.0,75ml,这味道有女王的感觉～ 很香很好闻 ❤️ 这款还有出发香水 可以靠柜闻闻看 是个有点艳又不会太艳的感觉！,玫瑰花香调,佛手柑、粉红胡椒,玫瑰,广藿香,https://www.1976.com.tw/prod/17833,neutral,花香调,Diptyque,75.0,24.92,65.07
Armaf Club De Nuit oud parfum 沉香中性香精 (精装版),5500.0,1976.0,105ml,Armaf Club De Nuit Oud Parfum 前调是桃子、梨子、百香果、凤梨、李子和佛手柑；中调是茉莉花、喀什米尔木、小苍兰和紫罗兰叶；基调是麝香、水晶琥珀、香草和柬埔寨沉香。,木质调,桃、梨、百香果、凤梨、李子、佛手柑,茉莉花、喀什米尔木、紫罗兰叶、小苍兰,麝香、乌木、水晶琥珀、香草,https://www.1976.com.tw/prod/21657,neutral,木质调,Armaf Club De Nuit,105.0,64.07,18.82
Armaf Club De Nuit Sillage 淡香精,3280.0,1550.0,105ml,虽然有银山，还是为了银山而来！打开瓶盖就能嗅到和银山85%像的香气，喷在手上远闻还是很像，像是真的很像，但不够轻透柔软！比起银山，CDNS的持香度简直不可思议，洗完澡还有淡淡味道！,木质花香调,佛手柑、黑醋栗、紫罗兰叶、柠檬、酸橙、生姜,玫瑰、鸢尾、茉莉,降龙涎香醚、麝香、檀香、雪松,https://www.1976.com.tw/prod/18987,neutral,木质调,Armaf Club De Nuit Sillage,105.0,52.74,14.76
Diptyque Eau Capitale 花都之水淡香精 TESTER,6500.0,4250.0,75ml 原厂环保纸盒包装，有瓶盖,很温柔的香味～穿上这款香气，给人温柔婉约的女人气息，跟他们家玫瑰之水的香调比，玫瑰之水带有点甜甜的玫瑰花香，香气也相对跟人比较活泼的玫瑰调香水，但是花都给人比较成熟温柔的知性美，两款截然不同的玫瑰花香调的香氛，值得入手,玫瑰花香调,佛手柑、粉红胡椒,玫瑰,广藿香,https://www.1976.com.tw/prod/22600,neutral,花香调,Diptyque,75.0,34.62,56.67
Byredo Eyes Closed 无型之形淡香精,9170.0,5600.0,100ml,传统的嗅觉玫瑰大马士革的香味因变暗而扭曲。作为爱和奉献的经典象征，玫瑰在黑玫瑰中变得颓废和肮脏，几乎具有野兽般的品质。,柑苔调,肉桂、绿荳蔻,胡萝卜籽、生姜、鸢尾草,广藿香、纸莎草,https://www.1976.com.tw/prod/21652,neutral,柑橘调,Byredo,100.0,38.93,56.0
Armaf Club De Nuit Milestone 里程碑中性淡香精,3280.0,1450.0,105ml,millesime imperial 的克隆香，个人觉得跟原版的有95%相似度。,木质调,海洋调、红色水果、佛手柑,紫罗兰、白木、檀木,降龙涎香醚、麝香、香根草,https://www.1976.com.tw/prod/18296,neutral,木质调,Armaf Club De Nuit Milestone,105.0,55.79,13.81
Etat Libre d'OrangeDangerous Complicity 解放橘郡危险同谋淡香精,3580.0,2500.0,50ml,一旦生姜和朗姆酒的催情冲动燃烧殆尽，这款香水就会揭开水果、花朵和果肉之间的热情契约。,木质东方调,朗姆酒、生姜、椰子、月桂叶,桂花精华、茉莉精华、依兰、广藿香、皮革,Lorenox、檀香、羊绒木,https://www.1976.com.tw/prod/20776,neutral,木质调,Etat Libre,50.0,30.17,50.0
Tom Ford Ebene Fume 私人调香系列 神秘圣木淡香精,6600.0,4650.0,30ml,神秘圣木香水主成份为秘鲁圣木、非洲乌木、玫瑰、胡椒，其融合了秘鲁圣木古老的净化力量和诱人的非洲乌木，唤起静谧的平静、提升心灵的层次，让内心得到沉淀。,木质东方调,熏香、秘鲁圣木、黑胡椒、紫罗兰叶,皮革、劳丹脂、凯德油、纸莎草、玫瑰,树脂、乌木、愈创木,https://www.1976.com.tw/prod/21007,neutral,木质调,Tom Ford,30.0,29.55,155.0
Maison Margiela From the Garden 田园拾果淡香水,2800.0,1790.0,30ml,Spingtime in a Park 捕捉春天绿色城市绿洲的气息。花朵发芽。漫长而寒冷的冬天过后，今年第一缕温暖的阳光邀请您去散步。芬芳花朵的精致柔和色调是一场让人无法满足的感官盛宴。,木质清新调,绿橘、葡萄柚、黑醋栗,番茄叶、天竺葵、玫瑰,广藿香、苔藓、白麝香,https://www.1976.com.tw/prod/21699,neutral,清新调,Maison Margiela,30.0,36.07,59.67
Miller Harris poirier d'un soir 薄暮甜梨中性淡香精 TESTER,5600.0,2800.0,100ml 无盒装，有瓶盖,刚开始的味道很甜，但是过一阵子之后会是暖暖的木头香气，有一种在严冬中烧柴的安心感XD,东方调,义大利佛手柑、土耳其甜梨、埃及黑醋栗,古巴兰姆精萃、土耳其玫瑰、俄罗斯白桦,印尼广藿香、加拿大白雪松,https://www.1976.com.tw/prod/19482,neutral,东方调,Miller Harris,100.0,50.0,28.0
Etat Libre d'Orange Dangerous Complicity 解放橘郡危险同谋淡香精 TESTER,4680.0,2800.0,100ml 原厂环保纸盒包装，有瓶盖,《墨雨云间》艺人-吴谨言同款香水，混和花香与酒香，清新中性不危险，晚上也可以用。,木质东方调,朗姆酒、生姜、椰子、月桂叶,桂花精华、茉莉精华、依兰、广藿香、皮革,Lorenox、檀香、羊绒木,https://www.1976.com.tw/prod/21877,neutral,木质调,Etat Libre,100.0,40.17,28.0
Tom Ford Santal Blush 私人调香系列忘忧圣檀淡香精,10150.0,7150.0,50ml,令人著迷。异国情调。神秘。TOM FORD SANTAL BLUSH 是一款令人著迷的辛辣木质东方香。奶油檀香木和异国东方香料的质感融合与令人陶醉的花卉和奢华的木材相得益彰，营造出柔软、裸露的魅力和现代大地的神秘精神。,木质东方调,香料、香芹籽、肉桂、胡萝卜种子、葫芦巴,依兰、茉莉、玫瑰,檀香、安息香、雪松、麝香、乌木,https://www.1976.com.tw/prod/15694,neutral,木质调,Tom Ford,50.0,29.56,143.0
Maison Margiela From the Garden 田园拾果淡香水迷你瓶,1280.0,490.0,7ml 抹式,Spingtime in a Park 捕捉春天绿色城市绿洲的气息。花朵发芽。漫长而寒冷的冬天过后，今年第一缕温暖的阳光邀请您去散步。芬芳花朵的精致柔和色调是一场让人无法满足的感官盛宴。,木质清新调,绿橘、葡萄柚、黑醋栗,番茄叶、天竺葵、玫瑰,广藿香、苔藓、白麝香,https://www.1976.com.tw/prod/21750,neutral,清新调,Maison Margiela,7.0,61.72,70.0
Acqua Di Parma Mandarino di Sicilia 蓝色地中海西西里青橘中性淡香水,6900.0,3450.0,100ml,蓝色地中海西西里青橘中性淡香水，灵感来自西西里岛阳光明媚的风景，那里的建筑和文化与壮丽的自然风光融为一体，体现了义大利的 Arte di Vivere 精神状态。这款香水融合了清新、绿色的柑橘香调和义大利柑橘的芳香，营造出清爽的感觉。,柑橘调,青柑橘、佛手柑、柠檬、红橙,苦橙叶、薄荷叶,雪松、麝香,https://www.1976.com.tw/prod/22034,neutral,柑橘调,Acqua Di Parma Mandarino,100.0,50.0,34.5
Penhaligon's Juniper Sling 潘海利根杜松司令中性淡香水,3800.0,2999.0,30ml,我是女生，但觉得穿这款一点也不突兀，推荐给偏中性或是不爱甜香的轻熟女。,木质调,肉桂、柑橘白兰地、当归、杜松子,荳蔻、皮革、黑胡椒、鸢尾木,红糖、黑樱桃、岩兰草、琥珀,https://www.1976.com.tw/prod/12464,neutral,木质调,Penhaligon's,30.0,21.08,99.97
Tom Ford Soleil Blanc 私人调香系列-夏日沙滩淡香精版本,10150.0,6750.0,50ml,FiFi Awards 2017 香水奥斯卡奖－年度香水之星-奢华女士香水,东方花香调,香柠檬、荳蔻、粉红胡椒、开心果,茉莉、晚香玉、依兰,琥珀、零陵香豆、安息香、椰子,https://www.1976.com.tw/prod/16862,neutral,花香调,Tom Ford,50.0,33.5,135.0
Maison Margiela Under The Stars 乌木星尘中性淡香水,2800.0,1780.0,30ml,被室外温暖、木材和余烬的气味所包围，舒缓的低语声消失在午夜的消逝中。,木质东方调,胡椒、肉桂,劳丹脂、雪松,乌木、皮革、薰衣草,https://www.1976.com.tw/prod/21236,neutral,木质调,Maison Margiela,30.0,36.43,59.33
Armaf Club De Nuit Untold 不为人知中性淡香精,3280.0,1680.0,105ml,一款不会让人联想到香水的气味，柔软舒适的甜气，以及若隐若现的棉花糖味，轻盈却又挥之不去，即便多喷也不会有攻击性。自己很不喜欢甜腻的香水，但这样如云朵般的香甜，前中后味香气一致，就连夏天也能轻松穿搭，带来连绵不绝的幸福感！,木质花香调,藏红花、茉莉,琥珀木、龙涎香,杉木树脂、雪松,https://www.1976.com.tw/prod/20675,neutral,木质调,Armaf Club De Nuit Untold,105.0,48.78,16.0
Byredo Oud Immortel 不朽乌木中性淡香精,6300.0,4400.0,50ml,Oud Immortel 和 Accord Oud 都是围绕沉香木创作的，沉香木是一种特定类型的木材，由于其在传统熏香和香水中的使用，具有重要的文化意义，并已将其存在记录在世界上最古老的文字之一 - 沉香木来自印度的梵文吠陀经。当沉香树曾经很轻的心材感染了一种特定类型的霉菌时，它会通过用深色、高度芳香的树脂浸透其核心来保护自己。这种深色木材、沉香木或沉香木散发出复杂的香味，几乎没有或没有其他天然成分。,木质调,小荳蔻、焚香、义大利柠檬甜酒,广藿香、乌木、纸莎草、巴西红木,橡木苔、烟草,https://www.1976.com.tw/prod/18132,neutral,木质调,Byredo,50.0,30.16,88.0
Acqua Di Parma Arancia di Capri 蓝色地中海卡布里香橙中性淡香水,6900.0,3450.0,100ml,Acqua di Parma 的 Arancia di Capri 是一款带有轻松心情的淡香水。这款香水以其充满活力和明亮的橙子、柑橘和柠檬的前调而引人注目。中调的小粒谷物与荳蔻的浓郁气息相得益彰，而基调则结合了淡淡的焦糖和麝香的感性气息。,柑橘调,甜橙、西西里柑橘、佛手柑、柠檬,小粒谷物、荳蔻,焦糖、麝香,https://www.1976.com.tw/prod/19153,neutral,柑橘调,Acqua Di Parma Arancia,100.0,50.0,34.5
Tom Ford 私人调香系列 Soleil Neige 冬日光芒淡香精,10150.0,7100.0,50ml,这是我闻过最具象的一瓶香水，完全把雪地的冷冽与冬阳的煦暖，具体用气味让人感受到。非常了不起的杰作。,木质花香调,佛手柑、胡萝卜籽,橙花、白花、茉莉、玫瑰、土耳其玫瑰,麝香、安息香、胶蔷树,https://www.1976.com.tw/prod/19764,neutral,木质调,Tom Ford,50.0,30.05,142.0
Maison Margiela Autumn Vibes 秋天气息中性淡香水,2800.0,1650.0,30ml,一幅铺满干燥落叶的森林景象，三调变化并不明显，从头到尾由雪松担任主角，其余如肉豆蔻与粉红胡椒的气息也会隐身其中，带出这款气味的干燥感，是一款很贴近秋天主轴的香水。,木质调,香菜、粉红胡椒,肉荳蔻、乳香、胡萝卜籽,雪松、苔藓、香脂,https://www.1976.com.tw/prod/20566,neutral,木质调,Maison Margiela,30.0,41.07,55.0
Banana Republic Classic 香蕉共和国经典传奇中性香水,2200.0,999.0,125ml 淡香水,这是我人生中买的第一瓶香水，因为不知道怎样的味道是适合自己的，看了很多分享后才决定下单。刚喷的第一次有点吓到，觉得自己闻起来好像柚子，之后的麝香的味道才慢慢出来。闻起来淡淡的且很舒服，真是选对了。,柑橘清新调,柑橘、葡萄柚、佛手柑,鼠尾草、姜根、薰衣草,麝香、香柏木、木质香,https://www.1976.com.tw/prod/3571,neutral,清新调,Banana Republic Classic,125.0,54.59,7.99
Karl Lagerfeld Bois de Santal 琥珀檀香木淡香水,2450.0,1250.0,100ml,檀香木被全面再诠释。透过圣木的包覆，使其柔滑且圆润，展现深邃木质香气；搭配黑胡椒的辛香与琥珀的高雅，释放出前所未有的层次与精致感。,木质东方调,黑胡椒、鼠尾草、丝柏,檀香、圣木,东加豆、琥珀,https://www.1976.com.tw/prod/22718,neutral,木质调,Karl Lagerfeld Bois,100.0,48.98,12.5
Maison Alhambra Smoky Touch 中性淡香精,3500.0,1250.0,80ml,Tom Ford Toscano Leather 托斯卡尼皮革平替,木质东方调,烟草、辛香料,烟草、香草、零陵香豆、可可,干果、木质调,https://www.1976.com.tw/prod/23008,neutral,木质调,Maison Alhambra Smoky Touch,80.0,64.29,15.62
Penhaligon's Juniper Sling 潘海利根杜松司令中性淡香水迷你瓶,800.0,600.0,5ml 抹式,潘海利根的香水中，目前最喜欢的一瓶了。本来喜欢皇家橡树，但这瓶味道比橡树清新，一开始的杜松子气味很鲜明爽朗，让人精神振奋。中味转为香料味，味道很平衡也很舒服。留香时间短，我是很乐意补喷的，每喷一次就享受一次。,木质调,肉桂、柑橘白兰地、当归、杜松子,荳蔻、皮革、黑胡椒、鸢尾木,红糖、黑樱桃、岩兰草、琥珀,https://www.1976.com.tw/prod/21341,neutral,木质调,Penhaligon's,5.0,25.0,120.0
Tom Ford 私人调香系列 Soleil Brulant 金色岛屿淡香精,13300.0,9150.0,50ml，效期：2026.04,韩国艺人玄彬的味道，金色琥珀搭配柑橘调的气息，仿佛走在阳光普照的私人岛屿~,木质调,佛手柑、胡萝卜籽,橙花、蜂蜜,树脂、琥珀、乳香、木香、皮革、香根草,https://www.1976.com.tw/prod/19883,neutral,木质调,Tom Ford,50.0,31.2,183.0
Korres White Tea 白茶花下中性淡香水,1980.0,1580.0,50ml,花香、清新、柑橘 清新的香味融合了新鲜采摘的美丽花朵和令人精神振奋的柑橘类水果的香气，并带有珍贵白茶的细腻香味...,茶香清新调,佛手柑、橙花、柑橘,茉莉、牡丹、白茶、小苍兰,雪松、橡苔、麝香,https://www.1976.com.tw/prod/22988,neutral,清新调,Korres White Tea,50.0,20.2,31.6
Clean Reserve Amber Saffron 琥珀藏红花中性淡香精 TESTER,3550.0,1750.0,100ml 原厂环保纸盒包装，有瓶盖,香水界的无印良品-CLEAN推出新系列了！,东方花香调,佛手柑、艾蒿、橘子,玫瑰、百合、树莓,麝香、藏红花、琥珀,https://www.1976.com.tw/prod/18096,neutral,花香调,Clean Reserve Amber Saffron,100.0,50.7,17.5
Karl Lagerfeld Bois de Santal 琥珀檀香木淡香水 TESTER,2450.0,880.0,100ml 原厂环保纸盒包装，有瓶盖,其淡淡的木质香，隐隐约约的飘出，给人一种安静且沉稳的感觉，如果不是近距离的闻，很难察觉出来，但并不代表他的味道不持久，在近期连续下雨的日子，早上7点出门喷了一下在手上，到下午还是闻得到手上有股檀香味的存在。很适合沉稳、可靠的人。,木质东方调,黑胡椒、鼠尾草、丝柏,檀香、圣木,东加豆、琥珀,https://www.1976.com.tw/prod/22924,neutral,木质调,Karl Lagerfeld Bois,100.0,64.08,8.8
Maison Margiela Under The Lemon Trees 柠檬树下淡香水,2800.0,1780.0,30ml,这款香水带著强烈的柑橘气息，由一棵想像中的柠檬树组成，清新而充满活力的柑橘香调与香菜、马黛茶和草香调混合而成，带有一丝雪松和白麝香的木质小径，这是一个带有甜蜜生活气息的味道。,草香清新调,柑橘调、苦橙叶、荳蔻,香菜、马黛茶、绿茶,雪松、白麝香,https://www.1976.com.tw/prod/18971,neutral,清新调,Maison Margiela,30.0,36.43,59.33
Clean Sueded Oud 麂皮乌木中性淡香精,3550.0,1976.0,100ml,香水界的无印良品-CLEAN推出新系列了！,木质东方调,焚香、柏树、桦木、甜椒、金银花,忍冬、沉香、夜茉莉、白玉兰、冷杉、仙人掌,绒面革、广藿香、琥珀、果仁糖、麝香、乳香,https://www.1976.com.tw/prod/16503,neutral,木质调,Clean Sueded Oud,100.0,44.34,19.76
Armaf Club De Nuit White Imperiale 白色帝国女性淡香精,3280.0,1650.0,105ml,这就是Marly Delina La Rosee 德利纳玫瑰精露淡香精的平价版，多汁迷人的玫瑰，春夏季必备品！,玫瑰花香调,荔枝、佛手柑、肉荳蔻,土耳其玫瑰、香草、麝香、牡丹,香草、喀什米尔木、熏香、雪松,https://www.1976.com.tw/prod/20825,neutral,花香调,Armaf Club De Nuit White Imperiale,105.0,49.7,15.71
Korres KYMA 海风轻语中性淡香水,1980.0,1580.0,50ml,Korres KYMA 海风轻语中性淡香水，船上带著咸咸的风，脸上溅起水花，逃离城市。,海洋清新调,莱姆、柑橘、香橙,海洋、清水、胡椒,雪松、香根草、肉豆蔻,https://www.1976.com.tw/prod/22987,neutral,清新调,Korres,50.0,20.2,31.6
Etat Libre d'OrangeLa Fin Du Monde 解放橘郡世界末日淡香精TESTER,4680.0,2699.0,100ml 原厂环保纸盒包装，有瓶盖 (喷头略有凹陷),刚喷下去的时候有明显的火药粉味，但马上就变成刚炸好的甜爆米花。不知道是香调中哪个的关系，甜味不腻反而很清爽，甚至还闻到一点绿豆糕的味道。中后味很舒服好闻，仿佛在骗我可以再来一桶爆米花，明明体重已经世界末日。留香时间大概四、五小时。,木质东方调,爆米花、黑胡椒、烤芝麻,小苍兰、小茴香籽、鸢尾,火药粉末、黄葵种子、檀香,https://www.1976.com.tw/prod/21856,neutral,木质调,Etat Libre,100.0,42.33,26.99
Acca Kappa Green Mandarin 托斯卡尼沁橘中性古龙水,3280.0,1650.0,100ml,青草混著橘皮再加一点肥皂的味道，喷在皮肤上可闻到类似剥完橘子手指留下的精油味，香调表虽有茉莉、玫瑰、依兰，但几乎闻不到花香或甜味，整体香味感觉非常干净冷冽。喜爱Banana Republic Classic 经典中性淡香水或TOUS BABY 淘气小熊宝宝女性淡香水的人，这支香水或许是另一种不错的选择。,柑橘清新调,柑橘、橙花、橘子、柠檬、迷迭香、薄荷,茉莉、玫瑰、依兰、桉树、苦橙叶,三叶草、胡椒、广藿香、麝香,https://www.1976.com.tw/prod/11548,neutral,清新调,Acca Kappa Green Mandarin,100.0,49.7,16.5
Korres Lefko 清晨告白中性淡香水,1980.0,1580.0,50ml,Korres Lefko 清晨告白中性淡香水，新粉刷的爱琴海房屋的清新气味，这些房屋被漆成白色以反射阳光，白玫瑰在阳光下绽放。,花香调,铃兰,玫瑰、牡丹,麝香、清柔粉香、白檀香,https://www.1976.com.tw/prod/22986,neutral,花香调,Korres Lefko,50.0,20.2,31.6
Clean Reserve Oud 麂皮乌木中性淡香精 TESTER,3550.0,1650.0,100ml 原厂环保纸盒包装，无瓶盖,"因木质皮革调而入手，但实际气味偏甜香，中后味的浮出的木质调，反而变成像是甜烟草；较适合独立有个性的女性或白净的男生；若是想要成熟感,推荐加入香根草或广藿香揉合，可中和甜味并增加意外的暖感",木质东方调,焚香、柏树、桦木、甜椒、金银花,忍冬、沉香、夜茉莉、白玉兰、冷杉、仙人掌,绒面革、广藿香、琥珀、果仁糖、麝香、乳香,https://www.1976.com.tw/prod/21645,neutral,木质调,Clean Reserve Oud,100.0,53.52,16.5
Tom Ford White Suede 私人调香系列-白麝香淡香精,10150.0,6590.0,50ml,和认知中皂感轻柔的白麝香调性完全不同，最突出的是香调表中的麂皮，自带一种类似皮夹皮革味和新钞的油墨香混和成的低调富贵气息感，衬托藏红花的沉稳及淡淡的玫瑰花香。檀香颇为隐密，整体是一种非常特别的低调富裕的氛围，非常中性。不会因为是白麝香及花香调让人有偏柔的感受，扩散侵略性中低，是都会轻熟男女都适用的低调富贵香，持香大约4-5小时。,木质花香调,玫瑰、藏红花、百里香、铃兰,白麂皮,琥珀、檀香、麝香,https://www.1976.com.tw/prod/18450,neutral,木质调,Tom Ford,50.0,35.07,131.8
Le Labo Ambrette 9 香葵中性淡香精,7600.0,5650.0,50ml,前调使用了水梨，是Le Labo少见的果香开头，很像果味酒的氛围，或是在阳光下肌肤散发的温暖干净气息。不少人说这支是Le Labo香水中的小清新代表，它是属于喷完自己闻不太到，但总是会被旁人称赞身上好香的那种隐形气息。,花果清新调,琥珀、水果调,柠檬、麝香锦葵,麝香、醛香,https://www.1976.com.tw/prod/21326,neutral,清新调,Le Labo,50.0,25.66,113.0
Al Haramain Amber Oud Rouge 红色琥珀中性淡香精,3500.0,2121.0,60ml,平替 MFK Baccarat Rouge 540 水晶之焰,东方花香调,藏红花、茉莉,琥珀木、龙涎香,冷杉树脂、雪松,https://www.1976.com.tw/prod/22942,neutral,花香调,Al Haramain Amber Oud Rouge,60.0,39.4,35.35
Dsquared2 Wood 天性2 中性淡香水迷你瓶,780.0,240.0,5ml 抹式,"我自己用就好，不给别人，的确是中性味调,我太喜欢了，要买大香了",木质清新调,香橼、Primofiore柠檬、粉红胡椒,香根草、银冷杉精油,阿拉斯加雪松、琥珀、Vulcanolide麝香、麝香,https://www.1976.com.tw/prod/19222,neutral,清新调,Dsquared,5.0,69.23,48.0
Serge Lutens La Fille de Berlin 芦丹氏 柏林少女淡香精,5900.0,2500.0,50ml,偏酸感脂粉的玫瑰花，和近年来偏清甜粉嫩的玫瑰不同，柏林少女的玫瑰香气有成熟的年代感，在玫瑰的浓郁香味中带点锐利的辛香调穿插其中，不是傻白甜那种香，而是独树一格的美。微酸带点绿感气息不时出现在其中，尾韵圆融的收尾在带有泥土芬芳的草木调。让你知道她是个有故事的女人，香味持久，唯独颜色鲜艳易染色，是爱她的代价。,玫瑰花香调,玫瑰、天竺葵,玫瑰草,广藿香、橡木苔、蜂蜜,https://www.1976.com.tw/prod/16345,neutral,花香调,Serge Lutens,50.0,57.63,50.0
Maison Margiela Sailing Day 航海日淡香水(航行物语),2800.0,1850.0,30ml,温暖的微风吹过船帆，船引导您前往下一次冒险。Sailing Day 邀请您去探索海洋，这要归功于独特的水生香调，混合了红海藻、咸味龙涎香和香菜的芳香和纯净气息。,海洋清新调,海洋调、醛香、杜松,芫荽、鸢尾花、玫瑰,红海藻、龙涎香、琥珀木,https://www.1976.com.tw/prod/18968,neutral,清新调,Maison Margiela,30.0,33.93,61.67
Tom Ford Eau de Soleil Blanc 私人调香系列-夏日沙滩清新版淡香水(2018),5000.0,4000.0,50ml,生平用过香水无数，但在毫无期待下，被同事称赞「妳今天好香喔」，还是第一次。 香调的组成很适合心态成熟，个性大方明亮的女子。,柑橘花香调,苦橙、橙花、佛手柑、香橼、开心果、苦橙叶、小荳蔻、粉红胡椒、香菜,晚香玉、突尼斯橙花、依兰依兰、茉莉、白松香,椰子、香草、零陵香豆、安息香、琥珀,https://www.1976.com.tw/prod/20890,neutral,柑橘调,Tom Ford,50.0,20.0,80.0
MFK 724 中性淡香精,4950.0,3960.0,35ml,它就像一件昂贵的衣服一样温暖而优雅。从醉酒开始，然后在温暖的琥珀木及龙涎香拥抱中安顿下来，一款美丽优雅的香水。,花香调,醛、佛手柑,茉莉、甜豌豆、柑橘,白麝香、檀香,https://www.1976.com.tw/prod/21260,neutral,花香调,Maison Francis Kurkdjian,35.0,20.0,113.14
